PageName,ElementCount,PopupOpened,WindowCount,HasIframes,IframeCount,ProcessingTime_ms,PageURL,PageTitle,ErrorOccurred,ErrorMessage,Timestamp,InputCount,SelectCount,TextareaCount,TotalInputElements,VisibleInputs,HiddenInputs
AA Partial Withdrawal,0,Yes,2,No,0,32199,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:07:25,0,0,0,0,0,0
Authorise/Delete Arrangements (PO),0,Yes,2,No,0,32182,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:08:05,0,0,0,0,0,0
AA Deposit - Fund(LCY),0,Yes,2,No,0,32271,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:08:44,0,0,0,0,0,0
AA Deposit - Fund(LCY),0,Yes,2,No,0,32367,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:09:24,0,0,0,0,0,0
AA Deposit - Fund(FCY),0,Yes,2,No,0,32169,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:10:04,0,0,0,0,0,0
AA Pay-out,0,Yes,2,No,0,32228,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:10:43,0,0,0,0,0,0
AA Partial Withdrawal,0,Yes,2,No,0,32192,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:11:23,0,0,0,0,0,0
Authorise/Delete Arrangements (TT),0,Yes,2,No,0,32279,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:12:02,0,0,0,0,0,0
Find Loan,0,Yes,2,No,0,32352,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:12:42,0,0,0,0,0,0
Find Loan,0,Yes,2,No,0,32283,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:13:22,0,0,0,0,0,0
AA Disbursement Domestic,0,Yes,2,No,0,32172,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:14:01,0,0,0,0,0,0
AA Disbursement Domestic,0,Yes,2,No,0,32206,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:14:41,0,0,0,0,0,0
AA Disbursement Domestic,0,Yes,2,No,0,32293,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:15:21,0,0,0,0,0,0
AA Disbursement International,0,Yes,2,No,0,32246,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:16:00,0,0,0,0,0,0
AA Repayment,0,Yes,2,No,0,32192,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:16:40,0,0,0,0,0,0
AA Advance Repayment,0,Yes,2,No,0,32265,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:17:20,0,0,0,0,0,0
AA Pay-off,0,Yes,2,No,0,32190,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:17:59,0,0,0,0,0,0
AA Principal Decrease,0,Yes,2,No,0,32232,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:18:39,0,0,0,0,0,0
AA Credit Arrangement,0,Yes,2,No,0,32224,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:19:18,0,0,0,0,0,0
Authorise/Delete Arrangements (PO),0,Yes,2,No,0,32231,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:19:58,0,0,0,0,0,0
AA Disbursement,0,Yes,2,No,0,32155,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:20:38,0,0,0,0,0,0
AA Disbursement,0,Yes,2,No,0,32195,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:21:17,0,0,0,0,0,0
AA Repayment,0,Yes,2,No,0,32289,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:21:57,0,0,0,0,0,0
AA Advance Repayment,0,Yes,2,No,0,32282,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:22:37,0,0,0,0,0,0
AA Pay-off,0,Yes,2,No,0,32279,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:23:17,0,0,0,0,0,0
AA Credit Arrangement,0,Yes,2,No,0,32231,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:23:56,0,0,0,0,0,0
Unauthorised Teller Transactions,0,Yes,2,No,0,32319,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:24:36,0,0,0,0,0,0
Authorise/Delete Arrangements (TT)S,0,Yes,2,No,0,32354,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:25:16,0,0,0,0,0,0
Set up Cash Pool,0,No,1,No,0,0,,,Yes,Could not find menu link,2026-02-03 00:25:57,0,0,0,0,0,0
Unauthorised Cash Pool,0,Yes,2,No,0,32286,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:26:02,0,0,0,0,0,0
Authorise/Delete Cash Pool,0,Yes,2,No,0,32315,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:26:41,0,0,0,0,0,0
Input DD Mandate,0,Yes,2,No,0,32223,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:27:21,0,0,0,0,0,0
Input DD Mandate,0,Yes,2,No,0,32271,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:28:01,0,0,0,0,0,0
Unauthorised DD Mandate,0,Yes,2,No,0,32214,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:28:40,0,0,0,0,0,0
Authorise/Delete DD Mandate,0,Yes,2,No,0,32191,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:29:20,0,0,0,0,0,0
Find Bundle Accounts,0,Yes,2,No,0,32240,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:30:00,0,0,0,0,0,0
Find Bundle Accounts,0,Yes,2,No,0,32222,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:30:39,0,0,0,0,0,0
Pricing Arrangements,0,Yes,2,No,0,32237,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:31:19,0,0,0,0,0,0
Pricing Arrangements,0,Yes,2,No,0,32222,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:31:59,0,0,0,0,0,0
Find Agents,0,Yes,2,No,0,32279,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:32:38,0,0,0,0,0,0
Find Agents,0,Yes,2,No,0,32312,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:33:18,0,0,0,0,0,0
Agent Commission Payout,0,Yes,2,No,0,32316,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:33:57,0,0,0,0,0,0
Agent Commission Payout,0,Yes,2,No,0,32354,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:34:37,0,0,0,0,0,0
Agent Commission Payout,0,Yes,2,No,0,32329,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:35:17,0,0,0,0,0,0
Agent Commission Payin,0,Yes,2,No,0,32242,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:35:57,0,0,0,0,0,0
Find Reward Schemes,0,Yes,2,No,0,32193,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:36:36,0,0,0,0,0,0
Find Reward Schemes,0,Yes,2,No,0,32242,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:37:16,0,0,0,0,0,0
Find Safe Deposit Box,0,Yes,2,No,0,32325,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:37:55,0,0,0,0,0,0
Find Safe Deposit Box,0,Yes,2,No,0,32279,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:38:35,0,0,0,0,0,0
AA Safe Deposit Box - Fund,0,Yes,2,No,0,32295,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:39:15,0,0,0,0,0,0
AA Safe Deposit Box - Fund,0,Yes,2,No,0,32239,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:39:55,0,0,0,0,0,0
AA Safe Deposit Box - Fund,0,Yes,2,No,0,32210,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:40:34,0,0,0,0,0,0
Authorise/Delete Arrangements (PO),0,Yes,2,No,0,32274,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:41:14,0,0,0,0,0,0
AA Safe Deposit Box - Fund(LCY),0,Yes,2,No,0,32220,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:41:54,0,0,0,0,0,0
AA Safe Deposit Box - Fund(LCY),0,Yes,2,No,0,32242,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:42:33,0,0,0,0,0,0
AA Safe Deposit Box - Fund(FCY),0,Yes,2,No,0,32245,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:43:13,0,0,0,0,0,0
Authorise/Delete Arrangements (TT),0,Yes,2,No,0,32239,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:43:52,0,0,0,0,0,0
Find Personal Consent,0,Yes,2,No,0,32177,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:44:32,0,0,0,0,0,0
Find Personal Consent,0,Yes,2,No,0,32273,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:45:12,0,0,0,0,0,0
Find External Products,0,Yes,2,No,0,32140,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:45:52,0,0,0,0,0,0
Find External Products,0,Yes,2,No,0,32233,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:46:31,0,0,0,0,0,0
List of Collection Items,0,Yes,2,No,0,32264,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:47:11,0,0,0,0,0,0
List of Collection Items,0,Yes,2,No,0,32269,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:47:50,0,0,0,0,0,0
Find Facility,0,Yes,2,No,0,32167,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:48:30,0,0,0,0,0,0
Find Facility,0,Yes,2,No,0,32323,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:49:10,0,0,0,0,0,0
AA Repayment,0,Yes,2,No,0,32348,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:49:49,0,0,0,0,0,0
AA Repayment,0,Yes,2,No,0,32156,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:50:29,0,0,0,0,0,0
AA Repayment,0,Yes,2,No,0,32332,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:51:09,0,0,0,0,0,0
AA Pay-off,0,Yes,2,No,0,32230,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:51:48,0,0,0,0,0,0
AA Principal Decrease,0,Yes,2,No,0,32364,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:52:28,0,0,0,0,0,0
AA Bills Repayment,0,Yes,2,No,0,32340,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:53:07,0,0,0,0,0,0
Authorise/Delete Arrangements (PO),0,Yes,2,No,0,32239,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:53:47,0,0,0,0,0,0
New Dossier,0,Yes,2,No,0,32240,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:54:27,0,0,0,0,0,0
New Dossier,0,Yes,2,No,0,32249,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:55:07,0,0,0,0,0,0
Quotation Request,0,Yes,2,No,0,32225,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:55:47,0,0,0,0,0,0
Needs Analysis,0,Yes,2,No,0,32183,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:56:26,0,0,0,0,0,0
Evidence,0,Yes,2,No,0,32156,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:57:06,0,0,0,0,0,0
Advice,0,Yes,2,No,0,32255,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:57:46,0,0,0,0,0,0
Form,0,Yes,2,No,0,32213,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:58:25,0,0,0,0,0,0
Interface Request,0,Yes,2,No,0,32259,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:59:05,0,0,0,0,0,0
Mapping Request,0,Yes,2,No,0,32285,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 00:59:45,0,0,0,0,0,0
Decision,0,Yes,2,No,0,32260,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 01:00:24,0,0,0,0,0,0
Product Catalog,0,Yes,2,No,0,32190,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 01:01:04,0,0,0,0,0,0
Product Catalog,0,Yes,2,No,0,32357,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 01:01:44,0,0,0,0,0,0
Find Accounts,0,Yes,2,No,0,32400,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 01:02:23,0,0,0,0,0,0
Find Accounts,0,Yes,2,No,0,32362,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 01:03:03,0,0,0,0,0,0
Draft Issue in Local Currency,0,Yes,2,No,0,32274,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 01:03:43,0,0,0,0,0,0
Draft Issue in Local Currency,0,Yes,2,No,0,32170,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 01:04:22,0,0,0,0,0,0
Draft Issue in Foreign Currency,0,Yes,2,No,0,32178,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 01:05:02,0,0,0,0,0,0
Transfer between Accounts,0,Yes,2,No,0,32293,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 01:05:42,0,0,0,0,0,0
Authorise/Delete Draft/Acct Trfr,0,Yes,2,No,0,32235,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 01:06:21,0,0,0,0,0,0
New Card Issue,0,Yes,2,No,0,32296,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 01:07:01,0,0,0,0,0,0
New Card Issue,0,Yes,2,No,0,32228,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 01:07:41,0,0,0,0,0,0
Manage card,0,Yes,2,No,0,32269,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 01:08:20,0,0,0,0,0,0
Authorise/Delete Card Issue,0,Yes,2,No,0,32355,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 01:09:00,0,0,0,0,0,0
Find Deposits,0,Yes,2,No,0,32261,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 01:09:40,0,0,0,0,0,0
Find Deposits,0,Yes,2,No,0,32222,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 01:10:19,0,0,0,0,0,0
AA Deposit - Fund,0,Yes,2,No,0,32220,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 01:10:59,0,0,0,0,0,0
AA Deposit - Fund,0,Yes,2,No,0,32200,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 01:11:39,0,0,0,0,0,0
AA Pay-out-Domestic,0,Yes,2,No,0,32292,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 01:12:18,0,0,0,0,0,0
AA Pay-out-International,0,Yes,2,No,0,32230,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 01:12:58,0,0,0,0,0,0
AA Partial Withdrawal,0,Yes,2,No,0,32339,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 01:13:38,0,0,0,0,0,0
Authorise/Delete Arrangements (PO),0,Yes,2,No,0,32368,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 01:14:17,0,0,0,0,0,0
Find Facility,0,Yes,2,No,0,32177,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 01:14:57,0,0,0,0,0,0
Find Facility,0,Yes,2,No,0,32298,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 01:15:37,0,0,0,0,0,0
AA Repayment,0,Yes,2,No,0,32161,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 01:16:17,0,0,0,0,0,0
AA Repayment,0,Yes,2,No,0,32292,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 01:16:56,0,0,0,0,0,0
AA Pay-off,0,Yes,2,No,0,32194,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 01:17:36,0,0,0,0,0,0
AA Principal Decrease,0,Yes,2,No,0,32230,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 01:18:15,0,0,0,0,0,0
AA Bills Repayment,0,Yes,2,No,0,32200,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 01:18:55,0,0,0,0,0,0
Authorise/Delete Arrangements (PO),0,Yes,2,No,0,32264,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 01:19:35,0,0,0,0,0,0
Find Loan,0,Yes,2,No,0,32257,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 01:20:14,0,0,0,0,0,0
Find Loan,0,Yes,2,No,0,32349,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 01:20:54,0,0,0,0,0,0
AA Disbursement Domestic,0,Yes,2,No,0,32255,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 01:21:34,0,0,0,0,0,0
AA Disbursement Domestic,0,Yes,2,No,0,32335,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 01:22:13,0,0,0,0,0,0
AA Disbursement International,0,Yes,2,No,0,32298,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 01:22:53,0,0,0,0,0,0
AA Repayment,0,Yes,2,No,0,32209,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 01:23:33,0,0,0,0,0,0
AA Advance Repayment,0,Yes,2,No,0,32235,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 01:24:12,0,0,0,0,0,0
AA Pay-off,0,Yes,2,No,0,32351,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 01:24:52,0,0,0,0,0,0
AA Principal Decrease,0,Yes,2,No,0,32358,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 01:25:32,0,0,0,0,0,0
AA Credit Arrangement,0,Yes,2,No,0,32268,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 01:26:12,0,0,0,0,0,0
Authorise/Delete Arrangements (PO),0,Yes,2,No,0,32277,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 01:26:51,0,0,0,0,0,0
Find Arrangement,0,Yes,2,No,0,32373,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 01:27:31,0,0,0,0,0,0
Find Arrangement,0,Yes,2,No,0,32216,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 01:28:11,0,0,0,0,0,0
New Evidence,0,Yes,2,No,0,32244,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 01:28:51,0,0,0,0,0,0
New Evidence,0,Yes,2,No,0,32288,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 01:29:31,0,0,0,0,0,0
Vendor Setup,0,Yes,2,No,0,32200,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 01:30:10,0,0,0,0,0,0
Vendor Setup,0,Yes,2,No,0,32308,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 01:30:50,0,0,0,0,0,0
Vendor Setup,0,Yes,2,No,0,32340,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 01:31:29,0,0,0,0,0,0
Reviewer Setup,0,Yes,2,No,0,32276,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 01:32:09,0,0,0,0,0,0
Broker Setup,0,Yes,2,No,0,32213,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 01:32:49,0,0,0,0,0,0
Capture Asset Details,0,No,1,No,0,0,,,Yes,Could not find menu link,2026-02-03 01:33:30,0,0,0,0,0,0
Capture Asset Details,0,No,1,No,0,0,,,Yes,Could not find menu link,2026-02-03 01:33:36,0,0,0,0,0,0
Authorise/Delete/View Asset Capture,0,Yes,2,No,0,32262,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 01:33:41,0,0,0,0,0,0
Amend - Asset Capture details,0,Yes,2,No,0,32214,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 01:34:20,0,0,0,0,0,0
New Contract - Named Asset,0,Yes,2,No,0,32235,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 01:35:00,0,0,0,0,0,0
New Contract - Named Asset,0,Yes,2,No,0,32229,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 01:35:40,0,0,0,0,0,0
Amend Unauthorised Contracts,0,Yes,2,No,0,32268,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 01:36:19,0,0,0,0,0,0
Workflow Change / Modification of Contract,0,Yes,2,No,0,32349,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 01:36:59,0,0,0,0,0,0
Sell Comm and Cr Cust Ac / Return Commodity,0,Yes,2,No,0,32266,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 01:37:39,0,0,0,0,0,0
Authorise/Delete/View Contract,0,Yes,2,No,0,42684,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 01:38:18,0,0,0,0,0,0
Input - Asset Delivery Details,0,Yes,2,No,0,32287,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 01:39:08,0,0,0,0,0,0
Input - Asset Delivery Details,0,Yes,2,No,0,32268,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 01:39:48,0,0,0,0,0,0
Amend - Asset Delivery Details,0,Yes,2,No,0,32163,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 01:40:28,0,0,0,0,0,0
Authorise - Asset Delivery,0,Yes,2,No,0,32187,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 01:41:07,0,0,0,0,0,0
Input - Commodity Sale,0,Yes,2,No,0,32315,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 01:41:47,0,0,0,0,0,0
Amend - Commodity Sale Details,0,Yes,2,No,0,32192,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,10.0.251.41,No,,2026-02-03 01:42:26,0,0,0,0,0,0
